OrderNumber,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0006445,2,0.075,"1,025.10",635.56
SO - 0006446,3,0.4,"2,331.60","1,025.90"
SO - 0006447,1,0.4,"2,680.00","2,117.20"
SO - 0006448,1,0.1,"6,190.80","3,900.20"
SO - 0006449,2,0.05,"1,159.10",776.60
SO - 0006450,6,0.075,"2,572.80","1,569.41"
SO - 0006451,5,0.05,"6,076.90","4,618.44"
SO - 0006452,7,0.1,"6,338.20","4,817.03"
SO - 0006453,5,0.075,"5,755.30","4,776.90"
SO - 0006454,5,0.05,"1,105.50",519.59
SO - 0006455,4,0.1,837.50,644.88
SO - 0006456,7,0.075,"3,611.30","2,383.46"
SO - 0006457,5,0.1,"3,959.70","1,663.07"
SO - 0006458,7,0.2,"1,889.40","1,265.90"
SO - 0006459,4,0.3,"2,003.30","1,242.05"
SO - 0006460,2,0.1,"1,058.60",889.22
SO - 0006461,3,0.05,"1,118.90",447.56
SO - 0006462,1,0.05,"1,829.10","1,225.50"
SO - 0006463,1,0.1,"1,118.90",492.32
SO - 0006464,6,0.05,"1,768.80","1,149.72"
SO - 0006465,6,0.05,"3,999.90","2,159.95"
SO - 0006466,5,0.075,"3,953.00","2,885.69"
SO - 0006467,4,0.05,261.30,198.59
SO - 0006468,8,0.1,"3,845.80","2,269.02"
SO - 0006469,6,0.15,"2,237.80",939.88
SO - 0006470,4,0.15,"1,051.90",820.48
SO - 0006471,7,0.1,"1,159.10",915.69
SO - 0006472,3,0.15,"2,907.80","1,570.21"
SO - 0006473,6,0.1,964.80,482.40
SO - 0006474,3,0.05,"6,217.60","4,974.08"
SO - 0006475,1,0.4,"1,259.60",617.20
SO - 0006476,6,0.075,"2,834.10","1,303.69"
SO - 0006477,6,0.15,"2,572.80","1,595.14"
SO - 0006478,4,0.4,"1,092.10",458.68
SO - 0006479,8,0.075,268.00,112.56
SO - 0006480,1,0.15,"2,278.00","1,571.82"
SO - 0006481,8,0.05,904.50,750.74
SO - 0006482,1,0.05,"3,892.70","1,634.93"
SO - 0006483,2,0.05,"2,519.20","1,158.83"
SO - 0006484,8,0.05,"1,721.90",947.05
SO - 0006485,2,0.075,"3,886.00","2,176.16"
SO - 0006486,3,0.05,"6,137.20","4,480.16"
SO - 0006487,2,0.4,247.90,188.40
SO - 0006488,7,0.2,"2,304.80","1,682.50"
SO - 0006489,7,0.075,"5,293.00","3,228.73"
SO - 0006490,5,0.05,"2,365.10","1,821.13"
SO - 0006491,7,0.05,897.80,574.59
SO - 0006492,5,0.05,201.00,150.75
SO - 0006493,1,0.4,"1,031.80",753.21
SO - 0006494,4,0.05,"1,762.10",757.70
SO - 0006495,6,0.1,"1,051.90",831.00
SO - 0006496,6,0.05,194.30,130.18
SO - 0006497,1,0.075,"1,842.50",810.70
SO - 0006498,1,0.1,"1,065.30",745.71
SO - 0006499,2,0.3,"3,450.50","1,725.25"
SO - 0006500,5,0.3,"3,591.20","2,082.90"
SO - 0006501,2,0.15,"3,912.80","1,995.53"
SO - 0006502,7,0.075,"1,025.10",697.07
SO - 0006503,3,0.05,716.90,379.96
SO - 0006504,3,0.075,"2,807.30","2,049.33"
SO - 0006505,2,0.075,"3,859.20","3,241.73"
SO - 0006506,3,0.05,"6,157.30","4,433.26"
SO - 0006507,1,0.15,"1,038.50",643.87
SO - 0006508,1,0.05,984.90,768.22
SO - 0006509,8,0.4,783.90,572.25
SO - 0006510,4,0.075,234.50,157.12
SO - 0006511,3,0.1,"2,465.60","1,873.86"
SO - 0006512,1,0.2,"1,005.00",603.00
SO - 0006513,3,0.075,"1,072.00",718.24
SO - 0006514,6,0.1,"1,078.70",431.48
SO - 0006515,2,0.15,"1,078.70",744.30
SO - 0006516,6,0.075,"1,956.40","1,447.74"
SO - 0006517,1,0.05,227.80,134.40
SO - 0006518,8,0.15,891.10,570.30
SO - 0006519,5,0.05,"1,031.80",546.85
SO - 0006520,2,0.075,"3,088.70","1,945.88"
SO - 0006521,2,0.05,"1,072.00",536.00
SO - 0006522,2,0.075,"3,892.70","1,868.50"
SO - 0006523,7,0.15,"2,512.50","1,381.88"
SO - 0006524,7,0.05,"1,072.00",696.80
SO - 0006525,6,0.075,187.60,142.58
SO - 0006526,8,0.05,"1,782.20","1,283.18"
SO - 0006527,3,0.075,924.60,545.51
SO - 0006528,8,0.075,"3,986.50","2,511.50"
SO - 0006529,2,0.15,991.60,644.54
SO - 0006530,2,0.15,"2,244.50","1,728.27"
SO - 0006531,2,0.1,"1,172.50",621.43
SO - 0006532,4,0.2,"1,782.20","1,301.01"
SO - 0006533,3,0.075,"6,378.40","4,783.80"
SO - 0006534,6,0.05,"5,152.30","3,709.66"
SO - 0006535,4,0.075,"1,286.40",514.56
SO - 0006536,5,0.05,"1,085.40",662.09
SO - 0006537,5,0.1,"1,105.50",928.62
SO - 0006538,1,0.1,"1,098.80",450.51
SO - 0006539,2,0.05,730.30,482.00
SO - 0006540,4,0.075,"1,058.60",624.57
SO - 0006541,8,0.05,"1,078.70",658.01
SO - 0006542,5,0.05,"1,882.70","1,487.33"
SO - 0006543,3,0.05,757.10,499.69
SO - 0006544,3,0.15,"5,159.00","2,785.86"
SO - 0006545,6,0.1,"3,939.60","2,087.99"
SO - 0006546,3,0.1,"2,438.80",975.52
SO - 0006547,4,0.15,"1,051.90",557.51
SO - 0006548,1,0.4,180.90,148.34
SO - 0006549,7,0.075,"5,762.00","3,514.82"
SO - 0006550,5,0.075,"2,365.10","1,702.87"
SO - 0006551,6,0.075,"1,105.50",884.40
SO - 0006552,4,0.2,"6,123.80","3,306.85"
SO - 0006553,2,0.075,998.30,469.20
SO - 0006554,3,0.05,"2,224.40","1,267.91"
SO - 0006555,4,0.3,"3,939.60","3,269.87"
SO - 0006556,8,0.05,871.00,418.08
SO - 0006557,7,0.1,817.40,514.96
SO - 0006558,6,0.05,"1,132.30",781.29
SO - 0006559,2,0.1,"1,118.90",615.40
SO - 0006560,6,0.2,911.20,637.84
SO - 0006561,6,0.15,"1,005.00",613.05
SO - 0006562,7,0.05,"3,845.80","2,961.27"
SO - 0006563,3,0.05,"2,572.80","1,054.85"
SO - 0006564,4,0.1,"2,626.40","1,339.46"
SO - 0006565,7,0.2,"3,926.20","3,140.96"
SO - 0006566,3,0.2,194.30,102.98
SO - 0006567,4,0.075,"1,145.70",756.16
SO - 0006568,4,0.075,234.50,194.64
SO - 0006569,2,0.1,884.40,353.76
SO - 0006570,3,0.075,"1,132.30",713.35
SO - 0006571,1,0.15,"3,973.10","2,423.59"
SO - 0006572,6,0.1,971.50,757.77
SO - 0006573,4,0.15,"2,432.10","2,067.29"
SO - 0006574,3,0.05,"3,477.30","1,390.92"
SO - 0006575,1,0.4,"2,680.00","2,251.20"
SO - 0006576,5,0.05,"5,239.40","3,615.19"
SO - 0006577,5,0.05,"6,478.90","5,183.12"
SO - 0006578,7,0.05,"1,072.00",761.12
SO - 0006579,5,0.3,"2,278.00","1,047.88"
SO - 0006580,4,0.3,"2,881.00","2,189.56"
SO - 0006581,5,0.15,917.90,670.07
SO - 0006582,7,0.15,"1,822.40","1,093.44"
SO - 0006583,7,0.05,"1,835.80",771.04
SO - 0006584,1,0.2,"2,787.20","1,839.55"
SO - 0006585,1,0.05,"2,606.30","2,215.36"
SO - 0006586,8,0.05,"1,025.10",420.29
SO - 0006587,1,0.075,194.30,110.75
SO - 0006588,1,0.05,"5,614.60","3,761.78"
SO - 0006589,4,0.075,"3,028.40","1,423.35"
SO - 0006590,1,0.05,194.30,81.61
SO - 0006591,3,0.1,"2,345.00","1,031.80"
SO - 0006592,6,0.075,"1,922.90","1,211.43"
SO - 0006593,7,0.05,214.40,145.79
SO - 0006594,6,0.1,"3,845.80","2,076.73"
SO - 0006595,1,0.1,"1,045.20",648.02
SO - 0006596,8,0.075,"2,445.50","1,980.86"
SO - 0006597,6,0.05,"1,922.90","1,538.32"
SO - 0006598,1,0.2,871.00,540.02
SO - 0006599,4,0.075,"1,916.20","1,207.21"
SO - 0006600,5,0.075,"3,926.20","2,591.29"
SO - 0006601,4,0.075,"3,966.40","3,133.46"
SO - 0006602,8,0.075,"1,855.90","1,410.48"
SO - 0006603,4,0.2,"3,664.90","1,795.80"
SO - 0006604,7,0.075,"1,943.00","1,632.12"
SO - 0006605,5,0.1,"2,706.80","1,786.49"
SO - 0006606,7,0.075,"1,715.20",823.30
SO - 0006607,6,0.2,"1,795.60","1,113.27"
SO - 0006608,3,0.05,"1,286.40","1,003.39"
SO - 0006609,3,0.05,"2,566.10","1,103.42"
SO - 0006610,8,0.1,"1,105.50",795.96
SO - 0006611,1,0.05,201.00,98.49
SO - 0006612,4,0.1,"3,946.30","1,933.69"
SO - 0006613,2,0.05,"1,025.10",645.81
SO - 0006614,6,0.05,"1,929.60","1,562.98"
SO - 0006615,1,0.15,"5,132.20","2,925.35"
SO - 0006616,6,0.075,"3,886.00","2,720.20"
SO - 0006617,3,0.3,"4,013.30","2,568.51"
SO - 0006618,5,0.075,"2,666.60","2,079.95"
SO - 0006619,5,0.05,"1,996.60","1,397.62"
SO - 0006620,8,0.1,"1,085.40",770.63
SO - 0006621,6,0.075,"1,688.40",675.36
SO - 0006622,4,0.075,"1,105.50",475.37
SO - 0006623,1,0.2,"3,859.20","1,929.60"
SO - 0006624,4,0.1,"1,031.80",608.76
SO - 0006625,1,0.1,"1,139.00",877.03
SO - 0006626,4,0.05,"2,472.30",988.92
SO - 0006627,1,0.075,"1,232.80",875.29
SO - 0006628,5,0.1,"1,085.40",727.22
SO - 0006629,8,0.15,"3,953.00","1,581.20"
SO - 0006630,2,0.15,"3,604.60","2,198.81"
SO - 0006631,6,0.075,"2,666.60","1,466.63"
SO - 0006632,4,0.1,"3,939.60","2,954.70"
SO - 0006633,7,0.075,"3,966.40","2,102.19"
SO - 0006634,4,0.15,"2,653.20","1,698.05"
SO - 0006635,8,0.05,984.90,748.52
SO - 0006636,8,0.075,241.20,178.49
SO - 0006637,8,0.05,"2,224.40","1,401.37"
SO - 0006638,3,0.05,"1,031.80",680.99
SO - 0006639,4,0.05,"1,025.10",717.57
SO - 0006640,8,0.05,"3,953.00","2,134.62"
SO - 0006641,4,0.15,"2,847.50","2,021.73"
SO - 0006642,3,0.1,"2,505.80","1,804.18"
SO - 0006643,7,0.15,"1,065.30",681.79
SO - 0006644,3,0.075,"5,507.40","2,533.40"
SO - 0006645,5,0.15,958.10,411.98
SO - 0006646,5,0.05,"1,849.20",906.11
SO - 0006647,5,0.15,"6,170.70","3,455.59"
SO - 0006648,7,0.05,"2,700.10","1,107.04"
SO - 0006649,3,0.05,"1,018.40",672.14
SO - 0006650,3,0.05,"5,306.40","3,130.78"
SO - 0006651,4,0.05,"2,626.40","2,048.59"
SO - 0006652,8,0.15,837.50,469.00
SO - 0006653,1,0.075,917.90,514.02
SO - 0006654,8,0.1,"2,827.40","2,261.92"
SO - 0006655,4,0.1,"1,145.70",618.68
SO - 0006656,4,0.05,844.20,641.59
SO - 0006657,7,0.15,"3,792.20","2,919.99"
SO - 0006658,8,0.05,"1,809.00","1,139.67"
SO - 0006659,2,0.3,"3,839.10","2,648.98"
SO - 0006660,6,0.075,"6,083.60","2,980.96"
SO - 0006661,4,0.1,"3,370.10","2,257.97"
SO - 0006662,8,0.4,"5,741.90","3,272.88"
SO - 0006663,2,0.05,964.80,646.42
SO - 0006664,4,0.4,723.60,586.12
SO - 0006665,6,0.075,"2,974.80","1,338.66"
SO - 0006666,8,0.075,"3,886.00","2,215.02"
SO - 0006667,1,0.1,"1,996.60","1,078.16"
SO - 0006668,8,0.075,207.70,87.23
SO - 0006669,6,0.05,790.60,347.86
SO - 0006670,2,0.05,"5,366.70","2,951.69"
SO - 0006671,4,0.05,"1,145.70",458.28
SO - 0006672,2,0.4,"3,939.60","2,403.16"
SO - 0006673,2,0.4,"2,599.60","1,637.75"
SO - 0006674,8,0.075,194.30,110.75
SO - 0006675,3,0.05,"1,098.80",505.45
SO - 0006676,1,0.075,"1,092.10",655.26
SO - 0006677,5,0.1,958.10,699.41
SO - 0006678,7,0.05,"2,010.00","1,286.40"
SO - 0006679,4,0.1,"1,929.60","1,234.94"
SO - 0006680,8,0.15,743.70,312.35
SO - 0006681,5,0.2,"5,942.90","4,754.32"
SO - 0006682,6,0.05,"3,664.90","2,198.94"
SO - 0006683,3,0.075,"3,879.30","3,219.82"
SO - 0006684,8,0.4,"1,125.60",720.38
SO - 0006685,7,0.1,"1,889.40","1,171.43"
SO - 0006686,8,0.05,"1,822.40","1,221.01"
SO - 0006687,5,0.075,"1,031.80",804.80
SO - 0006688,3,0.075,201.00,86.43
SO - 0006689,5,0.05,"3,886.00","2,253.88"
SO - 0006690,1,0.075,"1,112.20",700.69
SO - 0006691,7,0.15,247.90,146.26
SO - 0006692,2,0.05,"3,819.00","2,711.49"
SO - 0006693,8,0.3,"3,986.50","3,229.07"
SO - 0006694,6,0.05,"3,919.50","2,273.31"
SO - 0006695,2,0.075,"3,926.20","3,062.44"
SO - 0006696,3,0.05,187.60,108.81
SO - 0006697,3,0.05,"1,313.20",577.81
SO - 0006698,8,0.1,268.00,227.80
SO - 0006699,6,0.05,"1,869.30","1,383.28"
SO - 0006700,1,0.1,"1,031.80",794.49
SO - 0006701,6,0.05,"1,273.00",840.18
SO - 0006702,6,0.15,911.20,601.39
SO - 0006703,8,0.075,"5,286.30","2,325.97"
SO - 0006704,4,0.1,"5,085.30","3,661.42"
SO - 0006705,1,0.075,"1,051.90",568.03
SO - 0006706,4,0.05,"2,003.30","1,121.85"
SO - 0006707,3,0.075,"1,005.00",432.15
SO - 0006708,6,0.05,"1,212.70",497.21
SO - 0006709,1,0.05,"2,284.70","1,690.68"
SO - 0006710,5,0.05,"2,405.30",986.17
SO - 0006711,7,0.1,"3,886.00","2,331.60"
SO - 0006712,6,0.05,864.30,388.94
SO - 0006713,3,0.075,"2,492.40","1,246.20"
SO - 0006714,4,0.1,830.80,548.33
SO - 0006715,1,0.075,"3,912.80","3,325.88"
SO - 0006716,7,0.075,207.70,93.47
SO - 0006717,7,0.075,"5,192.50","3,634.75"
SO - 0006718,7,0.2,917.90,541.56
SO - 0006719,7,0.075,"1,721.90",964.26
SO - 0006720,3,0.075,"3,959.70","2,732.19"
SO - 0006721,4,0.1,"3,477.30","1,947.29"
SO - 0006722,4,0.2,"3,939.60","2,718.32"
SO - 0006723,6,0.05,"1,065.30",426.12
SO - 0006724,8,0.075,"1,132.30",917.16
SO - 0006725,5,0.15,"2,458.90","1,180.27"
SO - 0006726,5,0.2,"1,018.40",712.88
SO - 0006727,7,0.15,"3,825.70","2,486.71"
SO - 0006728,5,0.05,"3,865.90","2,706.13"
SO - 0006729,3,0.05,"3,504.10","1,401.64"
SO - 0006730,3,0.05,"2,452.20","1,029.92"
SO - 0006731,4,0.075,"2,485.70","1,168.28"
SO - 0006732,2,0.05,201.00,164.82
SO - 0006733,7,0.05,"3,075.30","1,599.16"
SO - 0006734,1,0.1,261.30,162.01
SO - 0006735,7,0.05,180.90,106.73
SO - 0006736,2,0.1,"3,852.50","2,311.50"
SO - 0006737,4,0.075,"1,206.00",964.80
SO - 0006738,6,0.075,"1,996.60","1,078.16"
SO - 0006739,3,0.1,"2,646.50","1,482.04"
SO - 0006740,3,0.1,"1,018.40",804.54
SO - 0006741,2,0.05,"5,165.70","2,996.11"
SO - 0006742,1,0.05,"2,231.10","1,762.57"
SO - 0006743,8,0.05,"6,231.00","4,174.77"
SO - 0006744,5,0.05,"5,025.00","3,567.75"
SO - 0006745,1,0.1,"1,802.30","1,063.36"
SO - 0006746,6,0.075,"6,291.30","3,837.69"
SO - 0006747,2,0.075,"2,505.80","1,002.32"
SO - 0006748,8,0.075,"1,125.60",956.76
SO - 0006749,7,0.1,683.40,328.03
SO - 0006750,5,0.3,"1,775.50","1,083.06"
SO - 0006751,1,0.075,"1,246.20",710.33
SO - 0006752,3,0.075,"3,906.10","3,203.00"
SO - 0006753,2,0.1,737.00,449.57
SO - 0006754,8,0.15,"3,102.10","2,047.39"
SO - 0006755,5,0.075,"1,139.00",706.18
SO - 0006756,3,0.15,"3,912.80","2,934.60"
SO - 0006757,1,0.075,"3,819.00","2,864.25"
SO - 0006758,8,0.075,"1,869.30","1,046.81"
SO - 0006759,3,0.05,"1,098.80",582.36
SO - 0006760,5,0.075,"3,095.40","1,392.93"
SO - 0006761,8,0.3,"2,613.00","1,829.10"
SO - 0006762,8,0.05,"1,286.40",617.47
SO - 0006763,7,0.1,"2,700.10","1,755.07"
SO - 0006764,3,0.075,"6,545.90","3,469.33"
SO - 0006765,8,0.05,"5,085.30","3,000.33"
SO - 0006766,5,0.075,850.90,433.96
SO - 0006767,5,0.05,"1,983.20","1,269.25"
SO - 0006768,2,0.4,"5,500.70","2,420.31"
SO - 0006769,7,0.05,"3,973.10","3,337.40"
SO - 0006770,4,0.15,"3,175.80","2,540.64"
SO - 0006771,2,0.075,"3,872.60","1,549.04"
SO - 0006772,7,0.05,"3,698.40","2,773.80"
SO - 0006773,5,0.05,"3,041.80","2,555.11"
SO - 0006774,7,0.05,"5,232.70","2,459.37"
SO - 0006775,1,0.1,"1,045.20",679.38
SO - 0006776,8,0.1,214.40,96.48
SO - 0006777,3,0.05,911.20,446.49
SO - 0006778,8,0.3,"1,172.50",879.38
SO - 0006779,3,0.05,"1,681.70",706.31
SO - 0006780,1,0.075,"3,926.20","1,688.27"
SO - 0006781,6,0.1,"1,098.80",582.36
SO - 0006782,6,0.05,"5,815.60","4,826.95"
SO - 0006783,6,0.075,"2,666.60","1,626.63"
SO - 0006784,5,0.05,"1,172.50",621.43
SO - 0006785,8,0.4,"1,273.00",801.99
SO - 0006786,3,0.4,214.40,177.95
SO - 0006787,8,0.05,"3,484.00","2,717.52"
SO - 0006788,1,0.05,"2,438.80","1,195.01"
SO - 0006789,3,0.4,"5,775.40","4,678.07"
SO - 0006790,1,0.1,"2,532.60","1,696.84"
SO - 0006791,6,0.075,"5,380.10","3,604.67"
SO - 0006792,1,0.4,167.50,77.05
SO - 0006793,6,0.075,"3,953.00","3,043.81"
SO - 0006794,4,0.15,"1,172.50",492.45
SO - 0006795,5,0.1,"1,098.80",933.98
SO - 0006796,6,0.15,"5,735.20","4,416.10"
SO - 0006797,8,0.15,"6,525.80","3,589.19"
SO - 0006798,5,0.05,"1,018.40",855.46
SO - 0006799,1,0.075,"3,497.40","2,937.82"
SO - 0006800,6,0.075,"2,519.20","1,058.06"
SO - 0006801,4,0.15,"1,072.00",621.76
SO - 0006802,4,0.3,"1,226.10",895.05
SO - 0006803,3,0.2,"1,943.00",835.49
SO - 0006804,3,0.05,"1,715.20","1,234.94"
SO - 0006805,3,0.05,"2,385.20","1,765.05"
SO - 0006806,8,0.05,"6,452.10","2,903.45"
SO - 0006807,1,0.075,"1,721.90","1,343.08"
SO - 0006808,4,0.05,"3,819.00","2,978.82"
SO - 0006809,3,0.075,201.00,116.58
SO - 0006810,8,0.2,"5,473.90","2,463.26"
SO - 0006811,2,0.1,"3,879.30","1,784.48"
SO - 0006812,3,0.05,"6,023.30","3,132.12"
SO - 0006813,5,0.1,"5,326.50","2,929.58"
SO - 0006814,4,0.1,187.60,155.71
SO - 0006815,6,0.05,"3,557.70","1,600.97"
SO - 0006816,7,0.05,261.30,125.42
SO - 0006817,3,0.05,"5,460.50","2,839.46"
SO - 0006818,4,0.1,261.30,154.17
SO - 0006819,6,0.2,"1,762.10",792.95
SO - 0006820,3,0.075,"1,145.70",515.57
SO - 0006821,4,0.1,"2,720.20","2,176.16"
SO - 0006822,2,0.2,"4,020.00","2,613.00"
SO - 0006823,2,0.1,"1,085.40",911.74
SO - 0006824,3,0.075,"2,358.40","1,108.45"
SO - 0006825,1,0.05,"2,398.60","1,199.30"
SO - 0006826,7,0.15,"3,986.50","2,152.71"
SO - 0006827,4,0.075,"2,860.90","1,773.76"
SO - 0006828,1,0.075,"3,819.00","2,253.21"
SO - 0006829,7,0.1,"1,835.80",972.97
SO - 0006830,4,0.4,"1,045.20",804.80
SO - 0006831,6,0.075,"1,105.50",563.81
SO - 0006832,4,0.1,"3,912.80","2,856.34"
SO - 0006833,7,0.075,"2,613.00","2,142.66"
SO - 0006834,4,0.05,"3,859.20","2,431.30"
SO - 0006835,6,0.15,"3,973.10","2,661.98"
SO - 0006836,8,0.3,"3,879.30","2,521.55"
SO - 0006837,2,0.05,187.60,75.04
SO - 0006838,6,0.05,"2,525.90","2,020.72"
SO - 0006839,3,0.05,"1,876.00","1,575.84"
SO - 0006840,6,0.075,"2,606.30","1,329.21"
SO - 0006841,4,0.075,"3,819.00","2,864.25"
SO - 0006842,6,0.05,"6,103.70","3,051.85"
SO - 0006843,3,0.1,"3,932.90","2,084.44"
SO - 0006844,6,0.1,984.90,610.64
SO - 0006845,2,0.1,"1,313.20",840.45
SO - 0006846,1,0.075,"1,085.40",770.63
SO - 0006847,3,0.15,"2,988.20","2,390.56"
SO - 0006848,4,0.075,790.60,672.01
SO - 0006849,5,0.05,"2,458.90","1,549.11"
SO - 0006850,8,0.1,"1,695.10","1,203.52"
SO - 0006851,3,0.075,"6,425.30","3,662.42"
SO - 0006852,2,0.05,837.50,477.38
SO - 0006853,1,0.075,"3,912.80","3,325.88"
SO - 0006854,6,0.15,"2,405.30","1,395.07"
SO - 0006855,1,0.05,958.10,814.39
SO - 0006856,2,0.2,991.60,644.54
SO - 0006857,2,0.1,"5,494.00","4,010.62"
SO - 0006858,5,0.075,911.20,628.73
SO - 0006859,8,0.1,"3,872.60","1,665.22"
SO - 0006860,6,0.075,"2,613.00","2,221.05"
SO - 0006861,4,0.05,"3,678.30","2,427.68"
SO - 0006862,2,0.05,"1,273.00","1,069.32"
SO - 0006863,4,0.1,944.70,755.76
SO - 0006864,8,0.075,"3,999.90","2,519.94"
SO - 0006865,3,0.05,"2,438.80","1,365.73"
SO - 0006866,3,0.05,261.30,209.04
SO - 0006867,6,0.05,"3,899.40","2,573.60"
SO - 0006868,5,0.1,"1,092.10",546.05
SO - 0006869,1,0.075,"5,299.70","2,172.88"
SO - 0006870,4,0.075,"1,045.20",700.28
SO - 0006871,8,0.05,"1,132.30",690.70
SO - 0006872,2,0.075,"2,291.40","1,718.55"
SO - 0006873,2,0.075,978.20,430.41
SO - 0006874,7,0.075,"2,693.40","1,912.31"
SO - 0006875,5,0.05,783.90,509.54
SO - 0006876,2,0.1,891.10,623.77
SO - 0006877,5,0.15,"2,278.00","1,116.22"
SO - 0006878,7,0.1,"2,733.60","1,448.81"
SO - 0006879,6,0.3,797.30,422.57
SO - 0006880,1,0.1,"1,105.50",497.48
SO - 0006881,2,0.075,"1,259.60",516.44
SO - 0006882,6,0.05,"1,018.40",570.30
SO - 0006883,4,0.05,"1,246.20",834.95
SO - 0006884,5,0.075,"1,788.90","1,484.79"
SO - 0006885,3,0.1,"3,155.70","1,988.09"
SO - 0006886,7,0.1,"1,125.60",585.31
SO - 0006887,2,0.2,"1,072.00",493.12
SO - 0006888,8,0.15,247.90,185.93
SO - 0006889,6,0.15,"2,505.80","1,077.49"
SO - 0006890,6,0.1,"1,092.10",775.39
SO - 0006891,7,0.05,"3,999.90","2,999.93"
SO - 0006892,5,0.05,"1,038.50",633.49
SO - 0006893,6,0.1,"3,852.50","2,311.50"
SO - 0006894,2,0.05,"1,018.40",661.96
SO - 0006895,5,0.075,234.50,140.70
SO - 0006896,5,0.1,998.30,778.67
SO - 0006897,3,0.075,"2,613.00","1,541.67"
SO - 0006898,7,0.4,"5,212.60","3,283.94"
SO - 0006899,2,0.2,"1,159.10",498.41
SO - 0006900,2,0.1,884.40,619.08
SO - 0006901,1,0.05,"3,242.80","1,426.83"
SO - 0006902,5,0.1,"1,005.00",592.95
SO - 0006903,1,0.075,917.90,743.50
SO - 0006904,4,0.2,"5,480.60","4,110.45"
SO - 0006905,1,0.075,"1,996.60",938.40
SO - 0006906,1,0.3,"5,152.30","2,524.63"
SO - 0006907,5,0.075,850.90,714.76
SO - 0006908,1,0.1,"2,485.70","1,715.13"
SO - 0006909,4,0.075,167.50,112.23
SO - 0006910,1,0.05,"1,005.00",824.10
SO - 0006911,1,0.2,"3,899.40","3,119.52"
SO - 0006912,2,0.15,"3,999.90","3,359.92"
SO - 0006913,4,0.075,"1,869.30","1,271.12"
SO - 0006914,4,0.05,"5,540.90","2,438.00"
SO - 0006915,7,0.075,201.00,158.79
SO - 0006916,5,0.1,"3,088.70","2,223.86"
SO - 0006917,1,0.075,"1,005.00",723.60
SO - 0006918,7,0.05,"1,681.70",924.94
SO - 0006919,1,0.15,998.30,838.57
SO - 0006920,2,0.4,"1,018.40",488.83
SO - 0006921,8,0.05,227.80,95.68
SO - 0006922,7,0.075,261.30,112.36
SO - 0006923,6,0.075,"3,886.00","2,681.34"
SO - 0006924,5,0.05,"5,802.20","4,177.58"
SO - 0006925,5,0.4,"1,279.70",627.05
SO - 0006926,8,0.075,"2,331.60","1,725.38"
SO - 0006927,1,0.075,"5,098.70","3,059.22"
SO - 0006928,1,0.3,"2,680.00","1,179.20"
SO - 0006929,3,0.05,"2,666.60","2,239.94"
SO - 0006930,7,0.4,"2,592.90","1,089.02"
SO - 0006931,6,0.15,"1,078.70",474.63
SO - 0006932,8,0.05,"6,003.20","4,322.30"
SO - 0006933,8,0.1,"2,458.90","1,524.52"
SO - 0006934,1,0.05,"3,839.10","2,418.63"
SO - 0006935,7,0.4,"6,492.30","4,869.23"
SO - 0006936,8,0.1,"3,912.80","2,817.22"
SO - 0006937,3,0.05,"1,085.40",792.34
SO - 0006938,3,0.05,"3,296.40","1,911.91"
SO - 0006939,7,0.1,"5,661.50","3,623.36"
SO - 0006940,1,0.3,964.80,549.94
SO - 0006941,8,0.075,"2,633.10","1,079.57"
SO - 0006942,8,0.075,864.30,630.94
SO - 0006943,4,0.05,"2,331.60","1,095.85"
SO - 0006944,4,0.075,844.20,709.13
SO - 0006945,8,0.05,"3,993.20","1,677.14"
SO - 0006946,8,0.1,268.00,176.88
SO - 0006947,1,0.075,"6,056.80","2,846.70"
SO - 0006948,2,0.05,"1,943.00","1,262.95"
SO - 0006949,1,0.15,"1,192.60",954.08
SO - 0006950,8,0.05,"2,539.30","1,879.08"
SO - 0006951,5,0.075,"1,782.20",712.88
SO - 0006952,4,0.075,"1,132.30",566.15
SO - 0006953,3,0.05,"1,005.00",592.95
SO - 0006954,8,0.2,978.20,616.27
SO - 0006955,2,0.15,"6,452.10","4,580.99"
SO - 0006956,7,0.075,"1,943.00","1,360.10"
SO - 0006957,7,0.075,"1,025.10",461.30
SO - 0006958,4,0.1,"5,829.00","4,196.88"
SO - 0006959,3,0.1,"1,072.00",621.76
SO - 0006960,7,0.05,"2,391.90","1,698.25"
SO - 0006961,6,0.075,"3,624.70","2,646.03"
SO - 0006962,8,0.05,"2,720.20","1,251.29"
SO - 0006963,7,0.2,"6,398.50","4,606.92"
SO - 0006964,8,0.1,"1,118.90",604.21
SO - 0006965,6,0.2,207.70,128.77
SO - 0006966,4,0.2,"1,025.10",420.29
SO - 0006967,4,0.15,"5,393.50","3,667.58"
SO - 0006968,2,0.075,"3,999.90","3,319.92"
SO - 0006969,3,0.15,"2,432.10","1,653.83"
SO - 0006970,3,0.05,"3,879.30","3,219.82"
SO - 0006971,1,0.075,221.10,119.39
SO - 0006972,4,0.1,998.30,748.73
SO - 0006973,7,0.075,"1,132.30",849.23
SO - 0006974,8,0.1,201.00,158.79
SO - 0006975,1,0.2,683.40,492.05
SO - 0006976,1,0.05,"5,293.00","3,334.59"
SO - 0006977,1,0.4,167.50,73.70
SO - 0006978,1,0.1,"5,480.60","3,288.36"
SO - 0006979,7,0.4,"3,819.00","2,482.35"
SO - 0006980,4,0.4,"6,016.60","3,429.46"
